Quote|Character|Nation|Bending|Episode|Book
It's never too early for a sitting with the court painter, Zuko. Make sure he gets your good side.|Azula|Fire|Fire|The Avatar and The Fire Lord|Fire
Love is hard when you are young.|Roku|Fire|All|The Avatar and The Fire Lord|Fire
Do they have bathrooms in the Spirit World?|Katara|Water|Water|The Avatar and The Fire Lord|Fire
Some friendships are so strong, they can even transcend lifetimes.|Roku|Fire|All|The Avatar and The Fire Lord|Fire
When love is real, it finds a way. And being the Avatar doesn't hurt your chances with the ladies, either.|Roku|Fire|All|The Avatar and The Fire Lord|Fire
I'm sparing you, Sozin. I'm letting you go in the name of our past friendship. But I warn you. Even a single step out of line will result in your permanent end.|Roku|Fire|All|The Avatar and The Fire Lord|Fire
Because understanding the struggle between your two great-grandfathers can help you better understand the battle within yourself. Evil and good are always at war inside you, Zuko. It is your nature, your legacy.|Iroh|Fire|Fire|The Avatar and The Fire Lord|Fire
Born in you, along with all the strife, is the power to restore balance to the world.|Iroh|Fire|Fire|The Avatar and The Fire Lord|Fire
Roku was just as much Fire Nation as Sozin was, right? If anything, their story proves anyone's capable of great good and great evil. Everyone, even the Fire Lord and the Fire Nation have to be treated like they're worth giving a chance.|Aang|Air|All|The Avatar and The Fire Lord|Fire
Do you really think friendships can last more than one lifetime?|Toph|Earth|Earth|The Avatar and The Fire Lord|Fire
Please tell me you're here because the Fire Lord turned out to be a big wimp and you didn't even need the eclipse to take him down.|Sokka|Water|None|The Day of Black Sun, Part 2: The Eclipse|Fire
If it's an underground secret bunker we're looking for, I'm just the girl to find it.|Toph|Earth|Earth|The Day of Black Sun, Part 2: The Eclipse|Fire
There's no floor. It's just a river of lava.|Sokka|Water|None|The Day of Black Sun, Part 2: The Eclipse|Fire
That's another thing. I'm not taking orders from you anymore.|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
You will obey me, or this defiant breath will be your last!|Ozai|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
Think again. I am going to speak my mind, and you are going to listen.|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
You mean I'm not good enough for you? You're hurting my feelings.|Azula|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
I am a four-hundred foot tall purple platypus bear with pink horns and silver wings.|Azula|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
For so long, all I wanted was for you to love me, to accept me. I thought it was my honor I wanted, but really, I was just trying to please you. You, my father, who banished me just for talking out of turn. My father, who challenged me, a thirteen-year-old boy, to an Agni Kai. How could you possibly justify a duel with a child?|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
No, I've learned everything! And I've had to learn it on my own! Growing up, we were taught that the Fire Nation was the greatest civilization in history. And somehow, the War was our way of sharing our greatness with the rest of the world. What an amazing lie that was. The people of the world are terrified by the Fire Nation. They don't see our greatness. They hate us! And we deserve it! We've created an era of fear in the world. And if we don't want the world to destroy itself, we need to replace it with an era of peace and kindness.|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
I'll roll your whole head!|Toph|Earth|Earth|The Day of Black Sun, Part 2: The Eclipse|Fire
After I leave here today, I'm gonna free Uncle Iroh from his prison and I'm gonna beg for his forgiveness. He's the one who's been a real father to me.|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
I'm going to join the Avatar and I'm going to help him defeat you.|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
Because I know my own destiny. Taking you down is the Avatar's destiny.|Zuko|Fire|Fire|The Day of Black Sun, Part 2: The Eclipse|Fire
I'm worried about Aang. What if he doesn't have the guts to take out my father? What if he loses?|Zuko|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
Yes, it is. So, please. Tell me why, on the most important day of my life, you've decided to leave a pit in my cherry?|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
What are you all looking at? I have two feet that need scrubbing. And make sure you get in between the toes. I won't have my first day as Fire Lord marred by poor foot hygiene.|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
It's weird to say, but the comet actually looks beautiful.|Suki|Earth|None|Sozin's Comet, Part 3: Into the Inferno|Fire
Five, to be precise, in which time an assassin could've snuck in, done away with me and been on his merry way!|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
That's a great idea! Let the blind girl steer the giant airship!|Toph|Earth|Earth|Sozin's Comet, Part 3: Into the Inferno|Fire
Attention, crew, this is your captain speaking. Everyone please report to the bomb bay immediately for hot cakes and sweet cream. We have a very special birthday to celebrate.|Sokka|Water|None|Sozin's Comet, Part 3: Into the Inferno|Fire
None of them could be trusted. Sooner or later, they all would have betrayed me. Just like Mai and Ty Lee did.|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
Ba Sing Se, the Order of the White Lotus is here.|Bumi|Earth|Earth|Sozin's Comet, Part 3: Into the Inferno|Fire
Don't pretend to act proud. I know what you really think of me. You think I'm a monster.|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
Well what choice do I have?! Trust is for fools. Fear is the only reliable way. Even you fear me.|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
After generations of Fire Lords failed to find you, now the universe delivers you to me as an act of providence.|Ozai|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
Go, Aang! Airbending slice!|Sokka|Water|None|Sozin's Comet, Part 3: Into the Inferno|Fire
Wait. You want to be Fire Lord? Fine. Let's settle this. Just you and me, brother. The showdown that was always meant to be. Agni Kai!|Azula|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
There's something off about her; I can't explain it but she's slipping. And this way, no one else has to get hurt.|Zuko|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
No lightning today? What's the matter?|Zuko|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
You're weak, just like the rest of your people! They did not deserve to exist in this world ... in my world! Prepare to join them. Prepare to die!|Ozai|Fire|Fire|Sozin's Comet, Part 3: Into the Inferno|Fire
So what, I'm just a lemur sitter?|Sokka|Water|None|Sokka's Master|Fire
These people have no idea how close they were to getting toasted last night.|Aang|Air|All|Sokka's Master|Fire
Yeah, the worst thing about being in disguise is that we don't get the hero worship anymore. I miss the love.|Toph|Earth|Earth|Sokka's Master|Fire
What's your problem? You haven't even touched your smoked sea slug.|Katara|Water|Water|Sokka's Master|Fire
It's just, all you guys can do this awesome bending stuff like putting out forest fires, and flying around and making other stuff fly around. I can't fly around, okay? I can't do anything.|Sokka|Water|None|Sokka's Master|Fire
I mean, look at Katara's hair, right? What's up with that?|Aang|Air|All|Sokka's Master|Fire
The first thing you must learn is that your weapon is an extension of yourself. You must think of it as another part of your own body.|Piandao|Fire|None|Sokka's Master|Fire
Well, more like an extra-long, really sharp arm.|Piandao|Fire|None|Sokka's Master|Fire
The sword is a simple tool, but in the hands of a master it becomes the most versatile of weapons, and just as the imagination is limitless, so too are the possibilities of the sword.|Piandao|Fire|None|Sokka's Master|Fire
I'm tapped out. I already picked my toes, twice.|Toph|Earth|Earth|Sokka's Master|Fire
I-It's so hot, it's so hot ... Momo is shedding like Appa. Huh, huh?|Katara|Water|Water|Sokka's Master|Fire
The warrior practices a variety of arts to keep his mind sharp and fluid.|Piandao|Fire|None|Sokka's Master|Fire
When you write your name, you stamp the paper with your identity. You must learn to use your sword to stamp your identity on a battlefield.|Piandao|Fire|None|Sokka's Master|Fire
Remember, you cannot take back a stroke of the brush, or a stroke of the sword.|Piandao|Fire|None|Sokka's Master|Fire
Landscape painting teaches a warrior to hold the lay of the land in his mind.|Piandao|Fire|None|Sokka's Master|Fire
Rock gardening teaches the warrior to manipulate his surroundings and use them to his advantage.|Piandao|Fire|None|Sokka's Master|Fire
You noodle-brains don't know what you're doing. I miss Sokka.|Toph|Earth|Earth|Sokka's Master|Fire
Ooh, I got one: if you miss him so much, why don't you marry him?|Katara|Water|Water|Sokka's Master|Fire
Choosing the correct material is the most important step in crafting a sword. You must trust your steel with your life.|Piandao|Fire|None|Sokka's Master|Fire
You told me you didn't know if you were worthy, but I believe that you are more worthy than any man I have ever trained.|Piandao|Fire|None|Sokka's Master|Fire
I think I'm a little old to be fighting the Avatar.|Piandao|Fire|None|Sokka's Master|Fire
The way of the sword doesn't belong to any one nation.|Piandao|Fire|None|Sokka's Master|Fire
You know, I don't think there's such a thing as 'space earth'. If it's from space, then it's not really 'earth'.|Katara|Water|Water|Sokka's Master|Fire
Okay, I'm not crushed. You can get off me now!|Katara|Water|Water|The Southern Raiders|Fire
You mean it's not obvious yet? I am about to celebrate becoming an only child!|Azula|Fire|Fire|The Southern Raiders|Fire
If you really want it to feel like old times, I could, uh ... chase you around a while and try to capture you.|Zuko|Fire|Fire|The Southern Raiders|Fire
To Zuko! Who knew after all those times he tried to snuff us out, today he'd be our hero?|Sokka|Water|None|The Southern Raiders|Fire
Oh, everyone trusts you now! I was the first person to trust you! Remember, back in Ba Sing Se. And you turned around and betrayed me, betrayed all of us!|Katara|Water|Water|The Southern Raiders|Fire
Uh, Zuko! Yes, why would I be expecting anyone different?|Sokka|Water|None|The Southern Raiders|Fire
Your sister. She hates me! And I don't know why, but I do care what she thinks of me.|Zuko|Fire|Fire|The Southern Raiders|Fire
Nah, she doesn't hate you. Katara doesn't hate anyone. Except maybe some people in the Fire Nation. No, I mean, uh, not people who are good, but used to be bad. I mean, bad people. Fire Nation people who are still bad, who've never been good and probably won't be, ever!|Sokka|Water|None|The Southern Raiders|Fire
Why? Is it your turn to take a little field trip with Zuko?|Aang|Air|All|The Southern Raiders|Fire
Wait! Stop! I do understand. You're feeling unbelievable pain and rage. How do think I felt about the sandbenders when they stole Appa? How do you think I felt about the Fire Nation when I found out what happened to my people?|Aang|Air|All|The Southern Raiders|Fire
Then you didn't love her the way I did!|Katara|Water|Water|The Southern Raiders|Fire
The monks used to say that revenge is like a two-headed rat viper. While you watch your enemy go down, you're being poisoned yourself.|Aang|Air|All|The Southern Raiders|Fire
This is a journey you need to take. You need to face this man. But when you do, please don't choose revenge. Let your anger out, and then let it go. Forgive him.|Aang|Air|All|The Southern Raiders|Fire
You know, you're pretty wise for a kid.|Sokka|Water|None|The Southern Raiders|Fire
Oh, you better remember me like your life depends on it! Why don't you take a closer look?|Katara|Water|Water|The Southern Raiders|Fire
I always wondered what kind of person could do such a thing, but now that I see you, I think I understand. There's just nothing inside you, nothing at all. You're pathetic and sad and empty.|Katara|Water|Water|The Southern Raiders|Fire
Then I have a question for you. What are you gonna do when you face my father?|Zuko|Fire|Fire|The Southern Raiders|Fire
Ugh! My mother used to take us to see them. They butchered Love Amongst the Dragons every year!|Zuko|Fire|Fire|The Ember Island Players|Fire
Come on, a day at the theater? This is the kind of wacky time-wasting nonsense I've been missing!|Sokka|Water|None|The Ember Island Players|Fire
Why are we sitting in the nosebleed section? My feet can't see a thing from up here!|Toph|Earth|Earth|The Ember Island Players|Fire
